Mart,Mart_Domain,Destination,Destination_Domain,Source,Source_Domain,Cron Schedule,Reload_Time,Median_Load_Time,Bottleneck_Time
callscontacts,commercial_ops,callscontacts,commercial_ops,int_zsd0_callsp,intermediate,,,4.78,
callscontacts,commercial_ops,int_zsd0_callsp,intermediate,sap_zsd0_callsp,staging,"['00 06,22 * * *']",21600.0,11.85,21612.0
callscontacts,commercial_ops,callscontacts,commercial_ops,contacts_influence,commercial_ops,,,17.48,
callscontacts,commercial_ops,callscontacts,commercial_ops,int_zsd0_calls,intermediate,,,10.45,
callscontacts,commercial_ops,int_zsd0_calls,intermediate,sap_zsd0_calls,staging,"['00 01,06,22 * * *']",3600.0,91.57000000000001,3692.0
callscontacts,commercial_ops,callscontacts,commercial_ops,int_zsd0_custom,intermediate,,,4.345,
checkdata,commercial_ops,checkdata,commercial_ops,opportunities,commercial_ops,,,29.475,
checkdata,commercial_ops,opportunities,commercial_ops,int_map_dateaggrcode2desc,intermediate,,,4.82,
checkdata,commercial_ops,opportunities,commercial_ops,int_map_izasahospital_dateaggrcode2,intermediate,,,4.43,
checkdata,commercial_ops,opportunities,commercial_ops,int_lfa1,intermediate,,,4.02,
checkdata,commercial_ops,int_lfa1,intermediate,sap_lfa1,staging,['00 01 * * *'],3600.0,20.5,3620.0
checkdata,commercial_ops,opportunities,commercial_ops,int_map_who_code2desc,intermediate,,,4.49,
checkdata,commercial_ops,opportunities,commercial_ops,int_zsd0_plctypet,intermediate,,,4.45,
checkdata,commercial_ops,int_zsd0_plctypet,intermediate,sap_zsd0_plctypet,staging,"['00 06,22 * * *']",21600.0,9.17,21609.0
checkdata,commercial_ops,opportunities,commercial_ops,opportunities_dt,commercial_ops,,,21.395,
checkdata,commercial_ops,opportunities_dt,commercial_ops,int_zsd0_qv03,intermediate,,,4.795,
checkdata,commercial_ops,int_zsd0_qv03,intermediate,sap_zsd0_qv03,staging,"['00 06,22 * * *']",21600.0,14.185000000000002,21614.0
checkdata,commercial_ops,opportunities_dt,commercial_ops,int_t001,intermediate,,,4.31,
checkdata,commercial_ops,int_t001,intermediate,sap_t001,staging,['00 03 * * *'],10800.0,8.76,10809.0
checkdata,commercial_ops,opportunities_dt,commercial_ops,int_opportunities_new,intermediate,,,8.754999999999999,
checkdata,commercial_ops,int_opportunities_new,intermediate,launchpad_leadshdset_countries,staging,['30 05 * * *'],19800.0,24.535,19825.0
checkdata,commercial_ops,int_opportunities_new,intermediate,launchpad_leadshdset,staging,['00 04 * * *'],14400.0,849.355,15249.0
checkdata,commercial_ops,int_opportunities_new,intermediate,launchpad_leadshdset_sea,staging,['00 05 * * *'],18000.0,13.0,18013.0
checkdata,commercial_ops,opportunities_dt,commercial_ops,int_zsv_model_t,intermediate,,,4.3,
checkdata,commercial_ops,int_zsv_model_t,intermediate,sap_zsv_model_t,staging,['00 01 * * *'],3600.0,8.77,3609.0
checkdata,commercial_ops,opportunities_dt,commercial_ops,opportunities_bycompetitor,commercial_ops,,,30.7,
checkdata,commercial_ops,opportunities_bycompetitor,commercial_ops,int_opps_competitor_offering_dt,intermediate,,,6.0,
checkdata,commercial_ops,opportunities_bycompetitor,commercial_ops,int_opps_competitor_affecting_dt,intermediate,,,8.27,
checkdata,commercial_ops,opportunities_bycompetitor,commercial_ops,int_opportunities_new,intermediate,,,8.754999999999999,
checkdata,commercial_ops,opportunities_bycompetitor,commercial_ops,int_opps_competitor_offering,intermediate,,,5.67,
checkdata,commercial_ops,opportunities,commercial_ops,int_vob,intermediate,,,19.06,
checkdata,commercial_ops,opportunities,commercial_ops,int_map_funnelaggr2desc,intermediate,,,4.67,
checkdata,commercial_ops,opportunities,commercial_ops,int_instruments,intermediate,,,6.55,
checkdata,commercial_ops,opportunities,commercial_ops,int_zsy_user,intermediate,,,5.66,
checkdata,commercial_ops,int_zsy_user,intermediate,sap_zsy_user,staging,['00 05 * * *'],18000.0,17.69,18018.0
checkdata,commercial_ops,opportunities,commercial_ops,int_opportunities_new,intermediate,,,8.754999999999999,
checkdata,commercial_ops,opportunities,commercial_ops,int_contacts_influence,intermediate,,,4.47,
checkdata,commercial_ops,opportunities,commercial_ops,int_zsd0_funnelt,intermediate,,,4.365,
checkdata,commercial_ops,int_zsd0_funnelt,intermediate,sap_zsd0_funnelt,staging,"['00 06,22 * * *']",21600.0,9.190000000000001,21609.0
checkdata,commercial_ops,opportunities,commercial_ops,int_map_funnel2funnelaggr,intermediate,,,4.905,
checkdata,commercial_ops,opportunities,commercial_ops,int_zsd0_ldtypet,intermediate,,,4.72,
checkdata,commercial_ops,int_zsd0_ldtypet,intermediate,sap_zsd0_ldtypet,staging,"['00 06,22 * * *']",21600.0,9.09,21609.0
checkdata,commercial_ops,checkdata,commercial_ops,opportunities_dt,commercial_ops,,,21.395,
co_crm_security,commercial_ops,co_crm_security,commercial_ops,commercial_ops_actuals_filtered,commercial_ops,,,120.23,
co_crm_security,commercial_ops,commercial_ops_actuals_filtered,commercial_ops,int_tcurx,intermediate,,,4.3,
co_crm_security,commercial_ops,int_tcurx,intermediate,sap_tcurx,staging,['0 2 * * *'],7200.0,8.59,7209.0
co_crm_security,commercial_ops,commercial_ops_actuals_filtered,commercial_ops,int_zsd_sald,intermediate,,,1027.73,
co_crm_security,commercial_ops,int_zsd_sald,intermediate,sap_zsd_sald24_4,staging,"['15 02 * * *', '15 08 * * *', '15 14 * * *']",8100.0,786.25,8886.0
co_crm_security,commercial_ops,int_zsd_sald,intermediate,int_tcurr,intermediate,,,5.61,
co_crm_security,commercial_ops,int_tcurr,intermediate,sap_tcurr,staging,['0 2 * * *'],7200.0,57.9,7258.0
co_crm_security,commercial_ops,int_zsd_sald,intermediate,sap_zsd_sald24_1,staging,"['00 2,8,14 * * *']",7200.0,750.64,7951.0
co_crm_security,commercial_ops,int_zsd_sald,intermediate,int_tcurx,intermediate,,,4.3,
co_crm_security,commercial_ops,int_zsd_sald,intermediate,sap_zsd_sald24_3,staging,"['15 02 * * *', '15 08 * * *', '15 14 * * *']",8100.0,737.52,8838.0
co_crm_security,commercial_ops,int_zsd_sald,intermediate,sap_zsd_sald24_2,staging,"['00 2,8,14 * * *']",7200.0,735.345,7935.0
co_crm_security,commercial_ops,int_zsd_sald,intermediate,int_zsd_regco,intermediate,,,5.23,
co_crm_security,commercial_ops,int_zsd_regco,intermediate,sap_zsd_regco,staging,['0 2 * * *'],7200.0,8.73,7209.0
co_crm_security,commercial_ops,commercial_ops_actuals_filtered,commercial_ops,int_zsd_ss14dt,intermediate,,,4.640000000000001,
co_crm_security,commercial_ops,commercial_ops_actuals_filtered,commercial_ops,int_tcurr,intermediate,,,5.61,
co_crm_security,commercial_ops,co_crm_security,commercial_ops,int_zbpc_0ico,intermediate,,,4.855,
co_crm_security,commercial_ops,co_crm_security,commercial_ops,int_customerauthset,intermediate,,,5.6899999999999995,
co_crm_security,commercial_ops,int_customerauthset,intermediate,launchpad_customerauthset_sea,staging,['00 05 * * *'],18000.0,20.715000000000003,18021.0
co_crm_security,commercial_ops,int_customerauthset,intermediate,launchpad_customerauthset,staging,['00 03 * * *'],10800.0,186.27,10986.0
co_crm_security,commercial_ops,int_customerauthset,intermediate,launchpad_customerauthset_countries,staging,['30 05 * * *'],19800.0,30.29,19830.0
co_crm_security,commercial_ops,co_crm_security,commercial_ops,int_zsv_insd,intermediate,,,137.445,
co_crm_security,commercial_ops,co_crm_security,commercial_ops,co_strategic_kpi_audience,commercial_ops,,,17.295,
co_crm_security,commercial_ops,co_strategic_kpi_audience,commercial_ops,commercial_ops_zsaba,commercial_ops,,,6.04,
co_crm_security,commercial_ops,commercial_ops_zsaba,commercial_ops,int_zsy_user,intermediate,,,5.66,
co_crm_security,commercial_ops,int_zsy_user,intermediate,sap_zsy_user,staging,['00 05 * * *'],18000.0,17.69,18018.0
co_crm_security,commercial_ops,commercial_ops_zsaba,commercial_ops,int_zsaba,intermediate,,,7.85,
co_crm_security,commercial_ops,int_zsaba,intermediate,sap_zsaba,staging,['00 06 * * *'],21600.0,14.830000000000002,21615.0
co_crm_security,commercial_ops,commercial_ops_zsaba,commercial_ops,int_zsy_user_email,intermediate,,,3.94,
co_crm_security,commercial_ops,co_strategic_kpi_audience,commercial_ops,co_security,commercial_ops,,,4.21,
co_crm_security,commercial_ops,co_security,commercial_ops,int_co_security,intermediate,,,4.33,
co_crm_security,commercial_ops,int_co_security,intermediate,sp_co_security,staging,['5 5 * * *'],18300.0,7.69,18308.0
co_crm_security,commercial_ops,co_strategic_kpi_audience,commercial_ops,int_zsy_user,intermediate,,,5.66,
co_crm_security,commercial_ops,co_crm_security,commercial_ops,int_customersbuset,intermediate,,,11.38,
co_crm_security,commercial_ops,int_customersbuset,intermediate,launchpad_customersbuset,staging,['00 04 * * *'],14400.0,283.28999999999996,14683.0
co_crm_security,commercial_ops,int_customersbuset,intermediate,launchpad_customersbuset_sea,staging,['00 05 * * *'],18000.0,13.48,18013.0
co_crm_security,commercial_ops,int_customersbuset,intermediate,launchpad_customersbuset_countries,staging,['30 05 * * *'],19800.0,20.02,19820.0
co_crm_security,commercial_ops,co_crm_security,commercial_ops,int_zsy_user_email,intermediate,,,3.94,
co_customer,commercial_ops,co_customer,commercial_ops,int_t005t,intermediate,,,4.9350000000000005,
co_customer,commercial_ops,int_t005t,intermediate,sap_t005t,staging,['00 03 * * *'],10800.0,9.32,10809.0
co_customer,commercial_ops,co_customer,commercial_ops,int_kna1,intermediate,,,12.41,
co_customer,commercial_ops,int_kna1,intermediate,sap_kna1,staging,['00 03 * * *'],10800.0,59.779999999999994,10860.0
co_dd07v,commercial_ops,co_dd07v,commercial_ops,int_dd07v,intermediate,,,4.44,
co_dd07v,commercial_ops,int_dd07v,intermediate,sap_dd07v,staging,['0 3 * * *'],10800.0,8.7,10809.0
co_fact_pnl_by_customer,commercial_ops,co_fact_pnl_by_customer,commercial_ops,int_tcurx,intermediate,,,4.3,
co_fact_pnl_by_customer,commercial_ops,int_tcurx,intermediate,sap_tcurx,staging,['0 2 * * *'],7200.0,8.59,7209.0
co_fact_pnl_by_customer,commercial_ops,co_fact_pnl_by_customer,commercial_ops,int_zsd_ss14dt,intermediate,,,4.640000000000001,
co_fact_pnl_by_customer,commercial_ops,co_fact_pnl_by_customer,commercial_ops,int_tcurr,intermediate,,,5.61,
co_fact_pnl_by_customer,commercial_ops,int_tcurr,intermediate,sap_tcurr,staging,['0 2 * * *'],7200.0,57.9,7258.0
co_fact_pnl_by_customer,commercial_ops,co_fact_pnl_by_customer,commercial_ops,int_zfi_plcd,intermediate,,,760.1,
co_fact_pnl_by_customer,commercial_ops,int_zfi_plcd,intermediate,int_tcurr,intermediate,,,5.61,
co_fact_pnl_by_customer,commercial_ops,int_zfi_plcd,intermediate,int_tcurx,intermediate,,,4.3,
co_fact_pnl_by_customer,commercial_ops,int_zfi_plcd,intermediate,int_zsd_regco,intermediate,,,5.23,
co_fact_pnl_by_customer,commercial_ops,int_zsd_regco,intermediate,sap_zsd_regco,staging,['0 2 * * *'],7200.0,8.73,7209.0
co_foc_analysis_security,commercial_ops,co_foc_analysis_security,commercial_ops,int_zsd_ss14dt,intermediate,,,4.640000000000001,
co_foc_analysis_security,commercial_ops,co_foc_analysis_security,commercial_ops,int_zbpc_0ico,intermediate,,,4.855,
co_foc_analysis_security,commercial_ops,co_foc_analysis_security,commercial_ops,int_zsd_klod,intermediate,,,99.735,
co_foc_analysis_security,commercial_ops,int_zsd_klod,intermediate,int_tcurr,intermediate,,,5.61,
co_foc_analysis_security,commercial_ops,int_tcurr,intermediate,sap_tcurr,staging,['0 2 * * *'],7200.0,57.9,7258.0
co_foc_analysis_security,commercial_ops,int_zsd_klod,intermediate,int_tcurx,intermediate,,,4.3,
co_foc_analysis_security,commercial_ops,int_tcurx,intermediate,sap_tcurx,staging,['0 2 * * *'],7200.0,8.59,7209.0
co_foc_analysis_security,commercial_ops,int_zsd_klod,intermediate,sap_zsd_klod24,staging,['0 4 * * *'],14400.0,213.25,14613.0
co_foc_analysis_security,commercial_ops,int_zsd_klod,intermediate,sap_zsd_klod23,staging,['0 4 * * *'],14400.0,239.26999999999998,14639.0
co_foc_analysis_security,commercial_ops,co_foc_analysis_security,commercial_ops,int_zsy_user_email,intermediate,,,3.94,
co_foc_analysis_security,commercial_ops,co_foc_analysis_security,commercial_ops,int_sap_auth_by_app,intermediate,,,5.69,
co_foc_analysis_security,commercial_ops,int_sap_auth_by_app,intermediate,launchpad_application_auth_set_klo,staging,['00 04 * * *'],14400.0,14.594999999999999,14415.0
co_foc_analysis_security,commercial_ops,int_sap_auth_by_app,intermediate,launchpad_application_auth_set_plc,staging,['00 03 * * *'],10800.0,12.14,10812.0
co_foc_analysis_security,commercial_ops,int_sap_auth_by_app,intermediate,launchpad_application_auth_set_sal,staging,['00 03 * * *'],10800.0,77.11000000000001,10877.0
co_instrument_dms_connections,commercial_ops,co_instrument_dms_connections,commercial_ops,int_zsv_zeqin,intermediate,,,4.95,
co_instrument_dms_connections,commercial_ops,int_zsv_zeqin,intermediate,sap_zsv_zeqin,staging,['30 01 * * *'],5400.0,13.73,5414.0
co_instrument_dms_connections,commercial_ops,co_instrument_dms_connections,commercial_ops,int_mapping_bbdd,intermediate,,,4.8,
co_instrument_dms_connections,commercial_ops,int_mapping_bbdd,intermediate,sp_mapping_bbdd,staging,['0 5 * * *'],18000.0,8.685,18009.0
co_instrument_dms_connections,commercial_ops,co_instrument_dms_connections,commercial_ops,int_zsv_insd,intermediate,,,137.445,
co_instrument_dms_connections,commercial_ops,co_instrument_dms_connections,commercial_ops,int_makt,intermediate,,,26.89,
co_instrument_dms_connections,commercial_ops,int_makt,intermediate,sap_makt,staging,['00 05 * * *'],18000.0,43.32,18043.0
co_knvv,commercial_ops,co_knvv,commercial_ops,int_knvv,intermediate,,,4.71,
co_knvv,commercial_ops,int_knvv,intermediate,sap_knvv,staging,['00 03 * * *'],10800.0,43.02,10843.0
co_lfa1,commercial_ops,co_lfa1,commercial_ops,int_lfa1,intermediate,,,4.02,
co_lfa1,commercial_ops,int_lfa1,intermediate,sap_lfa1,staging,['00 01 * * *'],3600.0,20.5,3620.0
co_makt,commercial_ops,co_makt,commercial_ops,int_makt,intermediate,,,26.89,
co_makt,commercial_ops,int_makt,intermediate,sap_makt,staging,['00 05 * * *'],18000.0,43.32,18043.0
co_mara,commercial_ops,co_mara,commercial_ops,int_mara,intermediate,,,29.29,
co_material,commercial_ops,co_material,commercial_ops,int_makt,intermediate,,,26.89,
co_material,commercial_ops,int_makt,intermediate,sap_makt,staging,['00 05 * * *'],18000.0,43.32,18043.0
co_model_comodel,commercial_ops,co_model_comodel,commercial_ops,int_model_comodel,intermediate,,,4.49,
co_mvke,commercial_ops,co_mvke,commercial_ops,int_mvke,intermediate,,,21.130000000000003,
co_mvke,commercial_ops,int_mvke,intermediate,sap_mvke,staging,['00 05 * * *'],18000.0,506.06500000000005,18506.0
co_opportunities_business,commercial_ops,co_opportunities_business,commercial_ops,int_t001,intermediate,,,4.31,
co_opportunities_business,commercial_ops,int_t001,intermediate,sap_t001,staging,['00 03 * * *'],10800.0,8.76,10809.0
co_opportunities_business,commercial_ops,co_opportunities_business,commercial_ops,int_reporting_offered_business_set,intermediate,,,13.065,
co_opportunities_business,commercial_ops,int_reporting_offered_business_set,intermediate,launchpad_reportingofferedbusinessset,staging,['0 4 * * *'],14400.0,867.095,15267.0
co_opportunities_business,commercial_ops,int_reporting_offered_business_set,intermediate,launchpad_reportingofferedbusinessset_sea,staging,['00 05 * * *'],18000.0,12.7,18013.0
co_opportunities_business,commercial_ops,int_reporting_offered_business_set,intermediate,launchpad_reportingofferedbusinessset_countries,staging,['30 5 * * *'],19800.0,24.605000000000004,19825.0
co_opportunities_business,commercial_ops,co_opportunities_business,commercial_ops,int_opportunities_new,intermediate,,,8.754999999999999,
co_opportunities_business,commercial_ops,int_opportunities_new,intermediate,launchpad_leadshdset_countries,staging,['30 05 * * *'],19800.0,24.535,19825.0
co_opportunities_business,commercial_ops,int_opportunities_new,intermediate,launchpad_leadshdset,staging,['00 04 * * *'],14400.0,849.355,15249.0
co_opportunities_business,commercial_ops,int_opportunities_new,intermediate,launchpad_leadshdset_sea,staging,['00 05 * * *'],18000.0,13.0,18013.0
co_opportunities_business,commercial_ops,co_opportunities_business,commercial_ops,int_reporting_current_business_set,intermediate,,,11.3,
co_opportunities_business,commercial_ops,int_reporting_current_business_set,intermediate,launchpad_reportingcurrentbusinessset_sea,staging,['0 5 * * *'],18000.0,12.774999999999999,18013.0
co_opportunities_business,commercial_ops,int_reporting_current_business_set,intermediate,launchpad_reportingcurrentbusinessset_countries,staging,['30 5 * * *'],19800.0,26.089999999999996,19826.0
co_opportunities_business,commercial_ops,int_reporting_current_business_set,intermediate,launchpad_reporting_current_business_set,staging,['0 4 * * *'],14400.0,958.1299999999999,15358.0
co_opportunities_business,commercial_ops,co_opportunities_business,commercial_ops,tcurr_actual,commercial_ops,,,5.07,
co_opportunities_business,commercial_ops,tcurr_actual,commercial_ops,int_tcurf,intermediate,,,4.37,
co_opportunities_business,commercial_ops,int_tcurf,intermediate,sap_tcurf,staging,['20 04 * * *'],15600.0,7.835000000000001,15608.0
co_opportunities_business,commercial_ops,tcurr_actual,commercial_ops,int_tcurr,intermediate,,,5.61,
co_opportunities_business,commercial_ops,int_tcurr,intermediate,sap_tcurr,staging,['0 2 * * *'],7200.0,57.9,7258.0
co_opportunities_instruments,commercial_ops,co_opportunities_instruments,commercial_ops,co_model_comodel,commercial_ops,,,4.095,
co_opportunities_instruments,commercial_ops,co_model_comodel,commercial_ops,int_model_comodel,intermediate,,,4.49,
co_opportunities_instruments,commercial_ops,co_opportunities_instruments,commercial_ops,int_reporting_current_instrumentation_set,intermediate,,,12.69,
co_opportunities_instruments,commercial_ops,int_reporting_current_instrumentation_set,intermediate,launchpad_reportingcurrentinstrumentationset_countries,staging,['30 05 * * *'],19800.0,23.305,19823.0
co_opportunities_instruments,commercial_ops,int_reporting_current_instrumentation_set,intermediate,launchpad_reportingcurrentinstrumentationset_sea,staging,['0 5 * * *'],18000.0,13.079999999999998,18013.0
co_opportunities_instruments,commercial_ops,int_reporting_current_instrumentation_set,intermediate,launchpad_reportingcurrentinstrumentationset,staging,['0 4 * * *'],14400.0,818.42,15218.0
co_opportunities_instruments,commercial_ops,co_opportunities_instruments,commercial_ops,int_reporting_offered_instrumentation_set,intermediate,,,13.21,
co_opportunities_instruments,commercial_ops,int_reporting_offered_instrumentation_set,intermediate,launchpad_reportingofferedinstrumentationset_countries,staging,['30 05 * * *'],19800.0,25.080000000000002,19825.0
co_opportunities_instruments,commercial_ops,int_reporting_offered_instrumentation_set,intermediate,launchpad_reportingofferedinstrumentationset,staging,['00 04 * * *'],14400.0,870.105,15270.0
co_opportunities_instruments,commercial_ops,int_reporting_offered_instrumentation_set,intermediate,launchpad_reportingofferedinstrumentationset_sea,staging,['00 05 * * *'],18000.0,13.125,18013.0
co_pnl_by_cust_security,commercial_ops,co_pnl_by_cust_security,commercial_ops,int_zsd_ss14dt,intermediate,,,4.640000000000001,
co_pnl_by_cust_security,commercial_ops,co_pnl_by_cust_security,commercial_ops,int_zbpc_0ico,intermediate,,,4.855,
co_pnl_by_cust_security,commercial_ops,co_pnl_by_cust_security,commercial_ops,int_zfi_plcd,intermediate,,,760.1,
co_pnl_by_cust_security,commercial_ops,int_zfi_plcd,intermediate,int_tcurr,intermediate,,,5.61,
co_pnl_by_cust_security,commercial_ops,int_tcurr,intermediate,sap_tcurr,staging,['0 2 * * *'],7200.0,57.9,7258.0
co_pnl_by_cust_security,commercial_ops,int_zfi_plcd,intermediate,int_tcurx,intermediate,,,4.3,
co_pnl_by_cust_security,commercial_ops,int_tcurx,intermediate,sap_tcurx,staging,['0 2 * * *'],7200.0,8.59,7209.0
co_pnl_by_cust_security,commercial_ops,int_zfi_plcd,intermediate,int_zsd_regco,intermediate,,,5.23,
co_pnl_by_cust_security,commercial_ops,int_zsd_regco,intermediate,sap_zsd_regco,staging,['0 2 * * *'],7200.0,8.73,7209.0
co_pnl_by_cust_security,commercial_ops,co_pnl_by_cust_security,commercial_ops,int_zsy_user_email,intermediate,,,3.94,
co_pnl_by_cust_security,commercial_ops,co_pnl_by_cust_security,commercial_ops,int_sap_auth_by_app,intermediate,,,5.69,
co_pnl_by_cust_security,commercial_ops,int_sap_auth_by_app,intermediate,launchpad_application_auth_set_klo,staging,['00 04 * * *'],14400.0,14.594999999999999,14415.0
co_pnl_by_cust_security,commercial_ops,int_sap_auth_by_app,intermediate,launchpad_application_auth_set_plc,staging,['00 03 * * *'],10800.0,12.14,10812.0
co_pnl_by_cust_security,commercial_ops,int_sap_auth_by_app,intermediate,launchpad_application_auth_set_sal,staging,['00 03 * * *'],10800.0,77.11000000000001,10877.0
co_product,commercial_ops,co_product,commercial_ops,commercial_ops_actuals,commercial_ops,,,83.315,
co_product,commercial_ops,commercial_ops_actuals,commercial_ops,commercial_ops_actuals_filtered,commercial_ops,,,120.23,
co_product,commercial_ops,commercial_ops_actuals_filtered,commercial_ops,int_tcurx,intermediate,,,4.3,
co_product,commercial_ops,int_tcurx,intermediate,sap_tcurx,staging,['0 2 * * *'],7200.0,8.59,7209.0
co_product,commercial_ops,commercial_ops_actuals_filtered,commercial_ops,int_zsd_sald,intermediate,,,1027.73,
co_product,commercial_ops,int_zsd_sald,intermediate,sap_zsd_sald24_4,staging,"['15 02 * * *', '15 08 * * *', '15 14 * * *']",8100.0,786.25,8886.0
co_product,commercial_ops,int_zsd_sald,intermediate,int_tcurr,intermediate,,,5.61,
co_product,commercial_ops,int_tcurr,intermediate,sap_tcurr,staging,['0 2 * * *'],7200.0,57.9,7258.0
co_product,commercial_ops,int_zsd_sald,intermediate,sap_zsd_sald24_1,staging,"['00 2,8,14 * * *']",7200.0,750.64,7951.0
co_product,commercial_ops,int_zsd_sald,intermediate,int_tcurx,intermediate,,,4.3,
co_product,commercial_ops,int_zsd_sald,intermediate,sap_zsd_sald24_3,staging,"['15 02 * * *', '15 08 * * *', '15 14 * * *']",8100.0,737.52,8838.0
co_product,commercial_ops,int_zsd_sald,intermediate,sap_zsd_sald24_2,staging,"['00 2,8,14 * * *']",7200.0,735.345,7935.0
co_product,commercial_ops,int_zsd_sald,intermediate,int_zsd_regco,intermediate,,,5.23,
co_product,commercial_ops,int_zsd_regco,intermediate,sap_zsd_regco,staging,['0 2 * * *'],7200.0,8.73,7209.0
co_product,commercial_ops,commercial_ops_actuals_filtered,commercial_ops,int_zsd_ss14dt,intermediate,,,4.640000000000001,
co_product,commercial_ops,commercial_ops_actuals_filtered,commercial_ops,int_tcurr,intermediate,,,5.61,
co_product,commercial_ops,commercial_ops_actuals,commercial_ops,int_zsd_protyt,intermediate,,,38.93,
co_product,commercial_ops,commercial_ops_actuals,commercial_ops,int_mapping_product_line,intermediate,,,4.77,
co_product,commercial_ops,commercial_ops_actuals,commercial_ops,int_zsd_familt,intermediate,,,4.0649999999999995,
co_product,commercial_ops,commercial_ops_actuals,commercial_ops,int_zsd_prolit,intermediate,,,4.18,
co_product,commercial_ops,int_zsd_prolit,intermediate,sap_zsd_prolit,staging,['00 01 * * *'],3600.0,8.615,3609.0
co_product,commercial_ops,commercial_ops_actuals,commercial_ops,int_zsd_inslit,intermediate,,,10.88,
co_product,commercial_ops,commercial_ops_actuals,commercial_ops,int_bg_mapping_qty_and_pak_size,intermediate,,,4.5649999999999995,
co_product,commercial_ops,commercial_ops_actuals,commercial_ops,int_zsd_buslit,intermediate,,,4.0,
co_product,commercial_ops,co_product,commercial_ops,int_t179t,intermediate,,,4.3149999999999995,
co_product,commercial_ops,co_product,commercial_ops,int_zsd_familt,intermediate,,,4.0649999999999995,
co_product,commercial_ops,co_product,commercial_ops,co_zsd_klod,commercial_ops,,,126.34,
co_product,commercial_ops,co_zsd_klod,commercial_ops,int_zsd_sald,intermediate,,,1027.73,
co_product,commercial_ops,co_zsd_klod,commercial_ops,int_zsd_klod,intermediate,,,99.735,
co_product,commercial_ops,int_zsd_klod,intermediate,int_tcurr,intermediate,,,5.61,
co_product,commercial_ops,int_zsd_klod,intermediate,int_tcurx,intermediate,,,4.3,
co_product,commercial_ops,int_zsd_klod,intermediate,sap_zsd_klod24,staging,['0 4 * * *'],14400.0,213.25,14613.0
co_product,commercial_ops,int_zsd_klod,intermediate,sap_zsd_klod23,staging,['0 4 * * *'],14400.0,239.26999999999998,14639.0
co_product,commercial_ops,co_zsd_klod,commercial_ops,int_tcurr,intermediate,,,5.61,
co_product,commercial_ops,co_zsd_klod,commercial_ops,int_zsd_ss14dt,intermediate,,,4.640000000000001,
co_product,commercial_ops,co_product,commercial_ops,int_zsd_inslit,intermediate,,,10.88,
co_product,commercial_ops,co_product,commercial_ops,co_fact_pnl_by_customer,commercial_ops,,,167.305,
co_product,commercial_ops,co_fact_pnl_by_customer,commercial_ops,int_tcurx,intermediate,,,4.3,
co_product,commercial_ops,co_fact_pnl_by_customer,commercial_ops,int_zsd_ss14dt,intermediate,,,4.640000000000001,
co_product,commercial_ops,co_fact_pnl_by_customer,commercial_ops,int_tcurr,intermediate,,,5.61,
co_product,commercial_ops,co_fact_pnl_by_customer,commercial_ops,int_zfi_plcd,intermediate,,,760.1,
co_product,commercial_ops,int_zfi_plcd,intermediate,int_tcurr,intermediate,,,5.61,
co_product,commercial_ops,int_zfi_plcd,intermediate,int_tcurx,intermediate,,,4.3,
co_product,commercial_ops,int_zfi_plcd,intermediate,int_zsd_regco,intermediate,,,5.23,
co_product,commercial_ops,co_product,commercial_ops,int_zsd_buslit,intermediate,,,4.0,
co_product,commercial_ops,co_product,commercial_ops,commercial_ops_actuals_budget,commercial_ops,,,36.87,
co_product,commercial_ops,commercial_ops_actuals_budget,commercial_ops,commercial_ops_actuals_filtered,commercial_ops,,,120.23,
co_product,commercial_ops,commercial_ops_actuals_budget,commercial_ops,int_zsd_protyt,intermediate,,,38.93,
co_product,commercial_ops,commercial_ops_actuals_budget,commercial_ops,int_mapping_product_line,intermediate,,,4.77,
co_product,commercial_ops,commercial_ops_actuals_budget,commercial_ops,int_zsd_familt,intermediate,,,4.0649999999999995,
co_product,commercial_ops,commercial_ops_actuals_budget,commercial_ops,int_zsd_prolit,intermediate,,,4.18,
co_product,commercial_ops,commercial_ops_actuals_budget,commercial_ops,int_zsd_inslit,intermediate,,,10.88,
co_product,commercial_ops,commercial_ops_actuals_budget,commercial_ops,int_bg_mapping_qty_and_pak_size,intermediate,,,4.5649999999999995,
co_product,commercial_ops,commercial_ops_actuals_budget,commercial_ops,int_zsd_buslit,intermediate,,,4.0,
co_product,commercial_ops,co_product,commercial_ops,int_zsd_busunt,intermediate,,,3.72,
co_sales_district,commercial_ops,co_sales_district,commercial_ops,int_zsd_regcot,intermediate,,,4.02,
co_sales_district,commercial_ops,co_sales_district,commercial_ops,int_t171t,intermediate,,,4.595,
co_sales_district,commercial_ops,co_sales_district,commercial_ops,int_zsd_arecot,intermediate,,,4.535,
co_sales_district,commercial_ops,co_sales_district,commercial_ops,int_t171,intermediate,,,4.75,
co_sales_district,commercial_ops,int_t171,intermediate,sap_t171,staging,['0 1 * * *'],3600.0,9.305,3609.0
co_salesorg_regio_bu,commercial_ops,co_salesorg_regio_bu,commercial_ops,int_salesorg_regio_bu,intermediate,,,8.9,
co_security,commercial_ops,co_security,commercial_ops,int_co_security,intermediate,,,4.33,
co_security,commercial_ops,int_co_security,intermediate,sp_co_security,staging,['5 5 * * *'],18300.0,7.69,18308.0
co_so2areaww,commercial_ops,co_so2areaww,commercial_ops,int_so2areaww,intermediate,,,4.6,
